"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","53000","1. Successful Onboarding Flow and set currencies","","","passed","","","Test Suite","1. Successful Onboarding Flow and set currencies",""
